address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count,faiss_id
"Mulberry Close, New Barnet, Hertfordshire, EN4",EN4,2300,0,Long term,Ask agent,Ask agent,Terraced,2.0,1.0,Ask agent,0.6,3,196
"Hampton House, Kings Road Park, 2 Michael Road, Fulham, SW6",SW6,2817,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,197
"Cassini Apartments, Cascade Way, W12",W12,3800,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3,198
"High Street, London, N8",,2300,2653,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,708 sq ft,0.5,3,199
Glenhurst Road London N12,,1900,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.9,3,200
"Speart Lane, Hounslow",,2800,2800,Long term,Ask agent,Ask agent,Detached,3.0,1.0,Ask agent,1.1,3,201
"Mercantile House  38, UXBRIDGE, Middlesex",,1220,1408,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,1.2,3,202
"Randolph Avenue, London",,2851,3288,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,203
"Saxon House, 1 Thrawl Street, London, E1",,2920,3369,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,204
"Kenilworth Gardens, Staines, Surrey, TW18",TW18,1650,0,Long term,Ask agent,Ask agent,End of Terrace,2.0,,Ask agent,1.4,3,205
"Moore House, Grosvenor Waterside, 2 Gatliff Road, London, SW1W",SW1W,4199,5814,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,871 sq ft,0.5,3,206
"Bracewell Road, London, UK, W10",W10,2600,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.6,3,207
"Church Lane, EN6",EN6,1495,0,,Furnished,Ask agent,Cottage,2.0,,Ask agent,2.0,3,208
"Grenan Square, Greenford, Middlesex, UB6",UB6,1782,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,586 sq ft,0.6,3,209
"Baltic Avenue, Brentford , TW8",TW8,3250,0,Long term,Unfurnished,Ask agent,Apartment,3.0,3.0,Ask agent,0.6,3,210
"St Johns Court Finchley Road, NW3",NW3,1950,2250,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3,211
"Newstead Court, Byron Way, Northolt, Middlesex, UB5",UB5,1695,0,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,1.7,3,212
"Elder House, Water Lane, Kingston upon Thames, KT1",KT1,1750,2019,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,582 sq ft,0.5,3,213
"Wandsworth Road, London, SW8",SW8,3235,2700,Long term,Furnished,Ask agent,Flat,1.0,1.0,687 sq ft,0.3,3,214
"Worship Street, Spitalfields, EC2A 2FE – 2 Bedrooms Flat",,5499,6345,Long term,Part furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3,215
"Tillermans Court, Greenford, Middlesex, UB6",UB6,2317,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,916 sq ft,0.6,3,216
"Peel Road, Wembley, Greater London, HA9",HA9,875,0,Long term,Furnished,Ask agent,,1.0,,Ask agent,0.2,2,217
"Wandsworth Road, London, SW8",SW8,3399,3300,Long term,Furnished,Ask agent,Flat,2.0,2.0,966 sq ft,0.3,3,218
"Prytaneum Court, Palmers Green, N13",N13,1900,2192,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3,219
"South Cottage Gardens, Chorleywood",,3500,4038,Long term,Unfurnished,Ask agent,Detached,4.0,2.0,Ask agent,1.6,3,220
Cornelia House,,2700,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.8,3,221
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1176,1356,Long term,Furnished,Ask agent,Studio,,1.0,399 sq ft,1.2,3,222
"Ealing, London, W5",,1500,0,Long term,Furnished,Ask agent,Studio,,,Ask agent,0.4,3,223
"Saxon House, 1 Thrawl Street, London, E1",,3300,3807,Long term,Part furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3,224
"Hanover Gate Mansions, Park Road, NW1",NW1,2300,2307,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,225
"Eaton Place, Belgravia, London, SW1X",SW1X,9512,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,226
"Egerton Place, London, SW3",SW3,3445,3975,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,227
Roundwood Road London NW10 9TU,,1925,2221,Long term,Part furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.6,3,228
"1 Big Hill, Clapton, Hackney, London, E5",,1850,2134,Long term,Part furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3,229
"Ebury Street, Belgravia, SW1W",SW1W,11050,15300,Long term,Ask agent,Ask agent,Terraced,4.0,3.0,Ask agent,0.4,3,230
"Trinity Square, 23-59 Staines Road, Hounslow, Greater London, TW3",TW3,1600,1840,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,231
"Exploration Way, Slough, SL1",SL1,1450,0,,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,1.5,3,232
"76 Station Road, Hayes, UB3",UB3,1750,2019,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,1.4,3,233
"Wandsworth Road, London, SW8",SW8,3499,3300,Long term,Furnished,Ask agent,Flat,2.0,2.0,938 sq ft,0.3,3,234
"Walton Way, Acton, W3",,3500,4038,Long term,Unfurnished,Ask agent,Semi-Detached,4.0,2.0,Ask agent,0.4,3,235
"Chandos Road, London, NW2",NW2,2250,2596,Long term,Furnished,Ask agent,Flat,2.0,1.0,635 sq ft,0.5,3,236
"Holloway Road, Islington, London, N7",,2000,2394,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3,237
Flat 23 50-52 St Quintin Avenue,,1395,1609,Long term,Ask agent,Ask agent,Studio,,1.0,189 sq ft,0.5,3,238
"Uxbridge Road, Hayes, Greater London, UB4",UB4,2400,0,Long term,Ask agent,Ask agent,Semi-Detached,3.0,2.0,Ask agent,1.6,3,239
"Romney House, Marsham Street, SW1P",SW1P,2817,3250,Long term,Furnished,Ask agent,Apartment,2.0,1.0,524 sq ft,0.4,3,240
"Ashford, Sunbury, TW15",TW15,2500,2884,Long term,Unfurnished,Ask agent,Detached Bungalow,3.0,1.0,Ask agent,1.3,3,241
"Acorn Lodge, Lye Lane",,850,980,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,258 sq ft,0.8,3,242
"Holloway Road, Holloway, London, N7",,4000,3750,Long term,Furnished,Ask agent,Apartment,4.0,2.0,Ask agent,0.3,3,243
"St. Cuthberts Road, Kilburn, NW2",NW2,2700,0,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,244
"Peters Lodge, Stonegrove, Edgware, HA8",HA8,2300,2653,Long term,Unfurnished,Ask agent,Flat,3.0,2.0,Ask agent,0.7,3,245
"Bell Lane,London,NW4",NW4,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.8,3,246
Adelaide Road London NW3,,3650,0,Long term,Furnished,Ask agent,Flat,4.0,2.0,Ask agent,0.2,3,247
"Spring Street, London, W2",,2492,0,Long term,Furnished,Ask agent,Flat,1.0,,363 sq ft,0.3,3,248
"Deerhurst Road, London, NW2",NW2,1582,1904,Long term,Furnished,Ask agent,Ground Flat,1.0,1.0,Ask agent,0.4,3,249
"Wandsworth Road, London, SW8",SW8,3649,3300,Long term,Furnished,Ask agent,Flat,2.0,2.0,"1,089 sq ft",0.3,3,250
"Glebe Way, Twickenham",,2250,0,Long term,Ask agent,Ask agent,End of Terrace,3.0,2.0,Ask agent,1.0,3,251
"Regal House, Lensbury Avenue, London, SW6",SW6,3012,3475,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.6,3,252
"Ashlar Court, Ravenscourt Gardens, Hammersmith W6",,1700,1961,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,253
"Dudley Road, Harrow, HA2",HA2,2300,0,Long term,Part furnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,0.6,3,254
"Alexander Road, Islington, N19",N19,1192,980,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.5,3,255
"Clock View Crescent, Islington, London, N7",,2750,3173,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3,256
"Grange Road, Southall",,2000,2000,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,1.3,3,257
"Wycombe Square, W8",,7367,10200,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,258
"Hillside Road, London, N15",N15,1350,1557,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,259
"Marina Point, Lensbury Avenue, Imperial Wharf, London, Hammersmith and Fulham, SW6",SW6,3501,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.6,3,260
"Anglesmead Crescent, Pinner",,2100,2423,Long term,Furnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,0.7,3,261
"Cleland House, John Islip Street, Westminster",,5482,6325,Long term,Furnished,Ask agent,Detached,2.0,2.0,922 sq ft,0.5,3,262
Farringdon Road London EC1M,,2950,3404,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,263
"Holbrooke Court, Islington, London, N7",,2500,2596,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.6,3,264
"Camden Road, London, N7",,1825,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3,265
"Bassett Street, Kentish Town, NW5",NW5,2145,0,Long term,Part furnished,Ask agent,Maisonette,2.0,1.0,87 sq ft,0.3,3,266
"Hurlock Heights, Elephant Park, Elephant & Castle SE17",,3467,4000,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,267
"Thornes House, Nine Elms, London, SW11",SW11,3012,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,268
Elsham Road Kensington W14,,2100,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,269
"Gilbert Street, London, W1K 5HJ, UK",,5090,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,650 sq ft,0.3,3,270
"Olympic Way, Wembley",,1845,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,580 sq ft,0.5,3,271
"A Paul Street, London, EC2A",EC2A,1775,2048,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,272
"Clink Street, London Bridge",,5599,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3,273
"Reddington Drive, Slough, SL3",SL3,1950,2250,Long term,Furnished,Ask agent,Terraced,4.0,2.0,Ask agent,1.4,3,274
"Albion Buildings, London, N1",,3800,4385,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.2,3,275
"Camden, London, NW1",NW1,4550,5250,Long term,Furnished,Ask agent,Flat,3.0,2.0,Ask agent,0.3,3,276
"Phipps House, London, W12",W12,850,850,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.4,3,277
"Camrose Avenue, London, TW13",TW13,2000,2307,Long term,Unfurnished,Ask agent,Terraced,3.0,2.0,759 sq ft,1.1,3,278
"Grasmere Avenue, Wembley, HA9",HA9,2450,2827,Long term,Unfurnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,0.4,2,279
"Coverdale Road, Brondesbury, NW2",NW2,5975,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.4,3,280
"Clapham Common South Side, SW4",SW4,3250,0,Short term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,281
"Moore House, Grosvenor Waterside, London",,6050,7142,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,2.0,"1,324 sq ft",0.5,3,282
"Waldo Road, London, NW10",NW10,4996,0,Long term,Ask agent,Ask agent,Terraced,4.0,2.0,Ask agent,0.5,3,283
"John Islip Street, Westminster, Central London",,5480,6461,Long term,Furnished,Ask agent,Apartment,2.0,2.0,929 sq ft,0.5,3,284
"The Haydon, 16 Minories, EC3N",EC3N,4498,6230,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3,285
"Legacy Building, Embassy Garden, SW11",SW11,4000,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,286
"Willesden Lane, 
Brondesbury Park, NW2",NW2,1396,1904,Long term,Furnished,Ask agent,Flat,,1.0,Ask agent,0.5,3,287
"Earls Court Square, Earls Court, SW5",SW5,3298,3807,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,288
"Redbourne Avenue, Finchley Central",,1700,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3,289
"Ballards Lane, Finchley, N3",,1900,2192,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3,290
"Tollington Way, Islington N7",,1550,1788,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,291
"Mercantile House, Market Square, Uxbridge, UB8",UB8,1195,1378,Long term,Furnished,Ask agent,Studio,,1.0,399 sq ft,1.2,3,292
"The Mall, London, W5",,1875,0,Long term,Furnished,Ask agent,Studio,,1.0,194 sq ft,0.4,3,293
"Salisbury House, Prince of Wales Drive",,3900,4500,Long term,Furnished,Ask agent,Apartment,2.0,2.0,894 sq ft,0.2,3,294
Newington Causeway SE1,,2600,3000,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.1,3,295
"Glebe Road, Uxbridge, UB8 2RD",,1900,2192,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,4.0,1.0,Ask agent,1.5,3,296
"Merton Road, London, SW18",SW18,3650,4212,Long term,Furnished,Ask agent,Semi-Detached,4.0,2.0,Ask agent,0.6,3,297
"Horlicks Quarter, Slough",,1700,1962,Long term,Unfurnished,Ask agent,Flat,2.0,,Ask agent,1.5,3,298
"Dollis Hill Lane, London, NW2",NW2,4000,4615,Long term,Furnished,Ask agent,Flat,4.0,2.0,Ask agent,0.7,3,299
"Bay House, Kidderpore Avenue, Hampstead, NW3",NW3,3432,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,592 sq ft,0.7,3,300
"Melton Court, London, SW7",SW7,8450,11700,Long term,Unfurnished,Ask agent,Flat,3.0,2.0,Ask agent,0.4,3,301
Minories London EC3N,,4500,5192,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.2,3,302
"Gloucester Place, London, NW1",NW1,5633,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,Ask agent,0.3,3,303
"The Haydon, 16 Minories, London",,4500,6646,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,947 sq ft,0.2,3,304
Villiers Street WC2N,,1842,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3,305
"Hobart Road, Hayes, Middlesex, UB4",UB4,1700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Semi-Detached,4.0,2.0,Ask agent,1.8,3,306
"Olympic Way, Wembley",,1650,0,Long term,Furnished,Ask agent,Studio,,1.0,450 sq ft,0.5,3,307
"Chamberlayne Road, Kensal Rise NW10",,1050,1212,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3,308
"Carfax Road, Hayes, Middlesex, UB3",UB3,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,4.0,,Ask agent,1.5,3,309
"Park Road, London, NW8",NW8,7410,0,,Furnished,Ask agent,Flat,5.0,3.0,"1,959 sq ft",0.5,3,310
"College Place, Camden NW1",,3467,4000,Long term,Ask agent,Ask agent,Flat,3.0,1.0,Ask agent,0.3,3,311
Chiltern Court,,8558,11850,Long term,Ask agent,Ask agent,Flat,4.0,4.0,"1,679 sq ft",0.5,3,312
"Carlton Road, London, W5",,4700,5423,Long term,Ask agent,Ask agent,Apartment,3.0,2.0,Ask agent,0.6,3,313
"Greyhound Hill, Hendon",,1450,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.8,3,314
"Tudor Square, Hayes, Middlesex, UB3",UB3,2000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,3.0,,Ask agent,1.9,3,315
"Olympic Way, Wembley",,1625,0,Long term,Furnished,Ask agent,Studio,,1.0,415 sq ft,0.6,3,316
Cartwright Gardens,,2470,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3,317
"Haverstock Hill, London, NW3",NW3,3000,3461,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,736 sq ft,0.4,3,318
"Roman House, 
Wood Street, EC2Y",EC2Y,3750,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.2,3,319
"Equity Square, Shoreditch, London, E2",,2000,2307,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,320
"Warlters Close, Holloway, London, N7",,1750,1875,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3,321
"Hanover Gate Mansions, Park Road, NW1",NW1,2300,2307,Long term,Furnished,Ask agent,Detached,1.0,1.0,Ask agent,0.4,3,322
Praed Street Paddington W2,,2383,2750,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3,323
"Hillingdon Road, Uxbridge, Greater London, UB10",UB10,1700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,,Ask agent,1.4,3,324
"Hilliers Avenue,Uxbridge,UB8",UB8,1550,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Maisonette,2.0,,Ask agent,1.5,3,325
"Park Road, London, NW8",NW8,10010,0,,Furnished,Ask agent,Flat,4.0,3.0,"2,553 sq ft",0.5,3,326
"High Street, West Drayton, Middlesex, UB7",UB7,1600,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,,Ask agent,1.3,3,327
"Conquest Tower, Blackfriars Circus, SE1",SE1,3700,4384,Long term,Furnished,Ask agent,Apartment,2.0,2.0,807 sq ft,0.3,3,328
"Paget Road, SLOUGH",,1950,0,Long term,Unfurnished,Ask agent,House,3.0,,Ask agent,1.4,3,329
"Cranworth House, Holloway Road, Holloway, London, N7",,2500,2884,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,330
"Vizion 7, N7 - Energy Rating B",,3445,4125,Long term,Furnished,Ask agent,Flat,3.0,2.0,Ask agent,0.3,3,331
"Cedars Road, SW4",SW4,1993,0,Long term,Furnished,Ask agent,Maisonette,2.0,1.0,Ask agent,0.7,3,332
"Warlters Close, Holloway, London, N7",,1750,2019,Long term,Unfurnished,Ask agent,Apartment,1.0,,Ask agent,0.5,3,333
"Aldenham Road, Letchmore Heath, Watford, Hertsmere, WD25",WD25,12500,17307,Long term,Furnished,Ask agent,Detached,6.0,6.0,Ask agent,2.2,3,334
"Falcon Way, Watford, WD25",WD25,1175,1355,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.9,3,335
"Slough, Berkshire, SL3",SL3,1950,2250,Long term,Unfurnished,Ask agent,Terraced,3.0,1.0,Ask agent,1.4,3,336
"Battersea Park Road, London, SW11",SW11,2149,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3,337
"Petersham Road, Richmond, TW10",TW10,2650,3057,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.8,3,338
"Salamander Court, 135 York Way, London, N7",,2297,0,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3,339
"Badgers Close, Hayes, Middlesex, UB3",UB3,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Ground Flat,1.0,,Ask agent,1.6,3,340
"Luke House, 3 Abbey Orchard Street, Westminster",,2578,2975,Long term,Furnished,Ask agent,Apartment,1.0,1.0,545 sq ft,0.4,3,341
"Chapel Place, Shoreditch, London, EC2A",EC2A,3500,4038,Long term,Part furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,342
"Aintree Close, Uxbridge, Greater London, UB8",UB8,1200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,,Ask agent,1.8,3,343
"Colney Hatch Lane, Muswell Hill, London, N10",N10,1400,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.9,3,344
"Macklin Street, London, WC2B",WC2B,2300,2653,Long term,Furnished,Ask agent,Apartment,1.0,1.0,751 sq ft,0.2,3,345
"Wood End Green Road, Hayes, Middlesex, UB3",UB3,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,,Ask agent,1.9,3,346
"Belsize Road, London",,2058,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,347
"Haverstock Hill, Belsize Park, NW3",NW3,3792,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,2.0,603 sq ft,0.3,3,348
"Mare Street, Hackney, E8",,2700,0,Long term,Part furnished,Ask agent,Flat,3.0,1.0,Ask agent,0.3,3,349
"Whellock road, Chiswick W4",,2300,2653,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.5,3,350
"Tudor Way, Uxbridge, Greater London, UB10",UB10,850,0,Long term,Ask agent,Ask agent,Ground Flat,,,Ask agent,0.8,3,351
"Tudor Way, Uxbridge, Greater London, UB10",UB10,1000,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,0.8,3,352
"Kings Tower, Chelsea Creek, SW6",SW6,4200,5815,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,353
"Whittington Road, Bounds Green, London, N22",N22,1100,1269,Long term,Part furnished,Ask agent,Apartment,,,Ask agent,0.4,3,354
"Strand, 
Aldwych, WC2R",WC2R,4767,6600,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,355
"Kilburn High Road, London, NW6",NW6,1300,1500,Long term,Ask agent,Ask agent,Studio,,,194 sq ft,0.2,3,356
"Birkbeck Road, Enfield, EN2",EN2,1600,0,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.8,3,357
"Kilburn High Road, London, NW6",NW6,1400,1615,Short term,Furnished,Ask agent,Studio,,,194 sq ft,0.2,3,358
"Apartment , Temple House,  Arundel Street, London",,7150,8250,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,359
"Kilburn High Road, London, NW6",NW6,1500,1730,Short term,Furnished,Ask agent,Studio,,,205 sq ft,0.2,3,360
"Charing Cross Road, London, WC2H",WC2H,2700,3115,,Part furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.1,3,361
"Lanson Building, 348 Queenstown Road, London, SW11",SW11,3250,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,362
"Whitchurch Lane, HA8",HA8,1650,1903,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3,363
"Cromwell Road, South Kensington",,2817,3180,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,364
"Meard Street, Soho, London, W1F",W1F,9997,13850,Long term,Unfurnished,Ask agent,Semi-Detached,4.0,4.0,Ask agent,0.2,3,365
"The Meads, Bricket Wood, St. Albans, Hertfordshire",,3000,0,Long term,Part furnished,Ask agent,Detached,4.0,,Ask agent,1.0,3,366
"Shorts Gardens, Covent Garden, WC2H",WC2H,3467,4000,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3,367
"Cara House,48 Capitol Way, The Northern Quarter, NW9",NW9,2100,2423,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.7,3,368
"Dawson Close,Hayes,UB3 2RH",,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,1.9,3,369
"Bridgeway Street, Camden / Euston NW1",,4498,5190,,Ask agent,Ask agent,Flat,4.0,2.0,Ask agent,0.3,3,370
"Patcham Terrace, Wandsworth, SW8",SW8,4000,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3,371
"City Road, London",,2375,0,Long term,Ask agent,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3,372
"Albany Street, Regents Park - Camden NW1",,4498,5190,Long term,Ask agent,Ask agent,Flat,4.0,2.0,Ask agent,0.3,3,373
"Mysore Road, London, SW11",SW11,2750,0,Long term,Furnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.7,3,374
"Kilburn High Road, London, NW6",NW6,1200,1385,Short term,Furnished,Ask agent,Studio,,,183 sq ft,0.2,3,375
"Battersea Park Road, London, SW11",SW11,1895,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3,376
2 bedroom 2nd Floor and Above Flat in Stafford Court,,4333,0,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3,377
Park Central West,,3999,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,3.0,"1,038 sq ft",0.2,3,378
"Dumbleton Close, Kingston Upon Thames",,3195,0,,Ask agent,Ask agent,House,4.0,2.0,Ask agent,0.7,3,379
"East End Road, London",,3350,3865,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,3.0,Ask agent,0.9,3,380
